w3_urban,w3_hhid,exp_total,hh_size,dw_hh,hh_weight,housing_wgt,food_wgt,intox_wgt,entsprt_wgt,comm_wgt,clothing_wgt,hhitems_wgt,health_wgt,educ_wgt,trans_wgt,ptrans_wgt,misc_wgt,w3_african,w3_coloured,w3_indas,w3_white,ew_hh,pers_inc_d,pers_inc_e,hrslstwk,hrslstwk_e,hrslstwk_d,cluster,wage_e,wage_d,pers_inc_hh,w3_ruralform,w3_tribal,w3_urbaninf,w3_province,w3_gc_dc,w3_h_rntpay,w3_h_ownmn,food,w3_h_nfcigspn,w3_h_nfalcspn,w3_h_nfentspn,w3_h_nfsprspn,w3_h_nfperspn,w3_h_nfjewspn,w3_h_nftrpspn,w3_h_nfcelspn,w3_h_nftelspn,w3_h_nfnetspn,w3_h_nflotspn,w3_h_nfcerspn,w3_h_nfcarspn,w3_h_nfpetrspn,ptrans,w3_h_nfwatspn,w3_h_nfelespn,w3_h_nfenespn,w3_h_nfmunspn,w3_h_nflevspn,w3_h_nfinsfspn,w3_h_nfinseduspn,w3_h_nfinslspn,w3_h_nfinsshspn,w3_h_nfmedaidspn,w3_h_nfkitspn,w3_h_nfdwlspn,w3_h_nfbedspn,w3_h_nfmatspn,w3_h_nfhpspn,w3_h_nffrnspn,w3_h_nfclthspn,w3_h_nfclthaspn,w3_h_nfclthmspn,w3_h_nfdocspn,w3_h_nfhspspn,w3_h_nfmedspn,w3_h_nftradspn,w3_h_nfhomspn,w3_h_nfschfeespn,w3_h_nfschstatspn,w3_h_nfschunispn,w3_h_nfschospn,w3_h_nfwshspn,w3_h_nfchldspn,w3_h_nfrelspn,w3_h_nfdomspn,w3_h_nfpetsspn,w3_h_nfswimspn,w3_h_nftoysspn,w3_h_nfgftsspn,w3_h_nflobspn,w3_h_nfinctaxspn,w3_h_tinc,w3_h_tinc_cat,w3_hhgeo,w3_h_fdtot_cat,w3_h_refrem,w3_h_sub,deathill_neg,stock_neg,income_neg,other_neg,dest_neg,pers_inc_d_avg,pers_inc_e_avg,hrslstwk_dom_avg,dw_count,ew_count,housing,intox,entsprt,comm,clothing,hhitems,health,educ,trans,misc,sole_provider_d,pop_g1,pop_g2,pop_g3,pop_g4,pop_g5,dom_employ_hh,fweight,dw_emp,joburg_ct_u,pret_ct_u,pret_jo_u,foodflag,exp_k,food_inf,intox_inf,clothing_inf,housing_inf,hhitems_inf,health_inf,trans_inf,ptrans_inf,comm_inf,entsprt_inf,educ_inf,misc_inf,food_infwgt,intox_infwgt,clothing_infwgt,housing_infwgt,hhitems_infwgt,health_infwgt,trans_infwgt,ptrans_infwgt,comm_infwgt,entsprt_infwgt,educ_infwgt,misc_infwgt,hh_inflation,minwage_change,inf_diff,inf_diff_cat
0,307993,500,7,1,390.3015442,0,0,0,0,0.08,0,0,0,0.92,0,0,0,1,6,0,0,1,600,1400,17,17,8,3018,18.92481,17.32102,1400,1,0,0,3. Northern Cape,8. Siyanda District Municipality,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,5,1. Rural Formal,2,0,0,0,0,0,0,0,600,700,,390.3015,780.6031,0,0,0,40,0,0,0,460,0,0,0,0,0,0,0,1,1,390,DW Household,,,,0,0.5,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0,0,0,0,0,0,0,0,-0.0004,0,0.08004,0,0.07964,0.076,-0.00364,< 0%
0,307996,1805,3,0,10874.51563,0.3213297,0.1385042,0,0,0.0277008,0,0.3878116,0,0,0,0,0.1246537,3,0,0,0,1,0,3400,25,25,0,7013,31.40878,,3400,0,0,1,7. Gauteng,42. Sedibeng District Municipality,100,,250,,,,,400,,,50,,,,,,,,100,40,190,150,,200,,,,,,,,,300,,,,,,,,,,,,,,25,,,,,,,,,,1050,,4. Urban Informal,,1,1,0,0,0,0,0,,3400,,0,10874.52,580,0,0,50,0,700,0,0,0,225,,1,0,0,0,0,1,10874,DW Employer,,,,0,1.805,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0121884,0,0,0.0183158,0.014349,0,0,0,-0.0001385,0,0,0.0084765,0.0531911,0.076,0.0228089,>=1%
0,308003,710,8,1,949.9876709,0.0140845,0.8450704,0,0,0,0,0,0,0,0,0,0.1408451,8,0,0,0,1,0,0,45,45,45,5011,,,0,0,1,0,5. KwaZulu-Natal,22. Umgungundlovu District Municipality,,,600,,,,,,,,,,,,,,,,,10,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,2. Tribal Authority Areas,,0,0,0,0,1,0,0,0,0,,949.9877,949.9877,10,0,0,0,0,0,0,0,0,100,1,1,0,0,0,0,1,949,DW Household,,,,1,0.71,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0743662,0,0,0.0008028,0,0,0,0,0,0,0,0.0095775,0.0847465,0.076,-0.0087465,< 0%
0,308004,900,6,1,127.8300705,0.1111111,0.6666667,0,0,0,0,0.2222222,0,0,0,0,0,6,0,0,0,1,2000,2000,70,30,30,9009,15.39646,15.39646,8400,0,1,0,9. Limpopo,34. Vhembe District Municipality,,,600,,,,,200,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,2000,2000,,127.8301,127.8301,100,0,0,0,0,200,0,0,0,0,0,1,0,0,0,0,1,127,DW Household,,,,1,0.9,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0586667,0,0,0.0063333,0.0082222,0,0,0,0,0,0,0,0.0732222,0.076,0.0027778,>=0% & <0.5%
0,308006,4438,3,1,1655.028687,0.0450653,0.067598,0,0,0.0225327,0,0.8337089,0,0,0,0.0063091,0.0247859,3,0,0,0,1,500,500,12,12,12,9002,9.622787,9.622787,500,0,1,0,9. Limpopo,33. Mopani District Municipality,,,300,,,,,200,,,100,,,,,,,28,,200,,,,100,,,,,,,,,3500,,,,,,,,,,,,,,,,10,,,,,,,,930,,2. Tribal Authority Areas,,0,1,0,0,0,0,0,500,500,,1655.029,1655.029,200,0,0,100,0,3700,0,0,0,110,1,1,0,0,0,0,1,1655,DW Household,,,,0,4.438,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0059486,0,0,0.0025687,0.0308472,0,0,0.0004101,-0.0001127,0,0,0.0016854,0.0413475,0.076,0.0346525,>=1%
1,308008,750,1,0,724.0303345,0.2666667,0.6666667,0,0,0,0,0,0,0,0,0,0.0666667,1,0,0,0,1,0,1550,40,40,0,5056,8.949192,,1550,0,0,0,5. KwaZulu-Natal,572. Ethekwini Municipality,100,,500,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,1600,,3. Urban Formal,,0,0,0,0,0,0,0,,1550,,0,724.0303,200,0,0,0,0,0,0,0,0,50,,1,0,0,0,0,1,724,DW Employer,,,,1,0.75,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0586667,0,0,0.0152,0,0,0,0,0,0,0,0.0045333,0.0784,0.076,-0.0024,< 0%
1,308018,7790,4,1,1357.222412,0.4557124,0.2567394,0,0,0.0513479,0,0.0256739,0,0.0770218,0,0.0770218,0.0564827,4,0,0,0,1,370,370,88,28,28,7033,3.051798,3.051798,7470,0,0,0,7. Gauteng,774. City Of Johannesburg Metropolitan Municipality,2600,,2000,,,,,200,,,400,,,,,,,600,,250,,700,,160,,200,,,,,,,,,,,,,,,,,600,,,,80,,,,,,,,,,8000,,3. Urban Formal,,0,0,0,0,0,0,0,370,370,,1357.222,1357.222,3550,0,0,400,0,200,0,600,0,440,0,1,0,0,0,0,1,1357,DW Household,1,,2,0,7.79,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0225931,0,0,0.0259756,0.0009499,0,0,0.0050064,-0.0002567,0,0.0067009,0.0038408,0.06481,0.076,0.01119,>=1%
0,308028,560,1,0,4731.052246,0.0535714,0.8928571,0.0535714,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,500,,0,0,2011,,,500,0,1,0,2. Eastern Cape,12. Amatole District Municipality,,,500,30,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,,500,,0,4731.052,30,30,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,4731,DW Employer,,,,1,0.56,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0785714,0.0027857,0,0.0030536,0,0,0,0,0,0,0,0,0.0844107,0.076,-0.0084107,< 0%
1,308034,3871,3,1,1787.416138,0.0904159,0.5166624,0.0387497,0.0064583,0,0,0.1978817,0,0,0,0.0904159,0.0594162,0,3,0,0,1,1250,2150,94,94,40,2007,5.533103,7.21709,2150,0,0,0,2. Eastern Cape,10. Cacadu District Municipality,,,2000,50,100,25,,16,150,,,,,,,,,350,,200,150,,,80,,,,,,,250,350,,,,,,,,,,,,,,,150,,,,,,,,,,2200,,3. Urban Formal,,1,0,0,0,0,0,0,1250,1075,,1787.416,3574.832,350,150,25,0,0,766,0,0,0,230,0,0,1,0,0,0,1,1787,DW Household,,,,1,3.871,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0454663,0.002015,0,0.0051537,0.0073216,0,0,0.005877,0,0.0001744,0,0.0040403,0.0700483,0.076,0.0059517,>=0.5% & <1%
0,308045,5903,4,1,165.5341187,0.0521769,0.2879892,0.093173,0,0.0203286,0.3218702,0.127054,0,0,0,0.0508216,0.0465865,0,4,0,0,1,3680,3680,81,36,36,1050,23.6079,23.6079,4980,1,0,0,1. Western Cape,5. Central Karoo District Municipality,,,1700,350,200,,,150,,,120,,,80,,,,300,30,200,,78,,,,125,,,,,,,,600,1300,600,,,,,,,,,,,70,,,,,,,,,,5000,,1. Rural Formal,,1,1,0,0,0,0,0,3680,3680,,165.5341,165.5341,308,550,0,120,1900,750,0,0,0,275,0,0,1,0,0,0,1,165,DW Household,,,,0,5.903,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.025343,0.004845,0.017381,0.0029741,0.004701,0,0,0.0033034,-0.0001016,0,0,0.0031679,0.0616138,0.076,0.0143862,>=1%
1,308047,950,1,0,1995.06958,0,0.4210526,0.3157895,0,0.1052632,0,0,0,0,0,0,0.1578947,1,0,0,0,1,0,3600,52,52,0,4024,15.98863,,3600,0,0,0,4. Free State,20. Northern Free State District Municipality,,,400,300,,,,,,,100,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,37000,,3. Urban Formal,,1,1,0,0,0,0,0,,3600,,0,1995.07,0,300,0,100,0,0,0,0,0,150,,1,0,0,0,0,1,1995,DW Employer,,,,0,0.95,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0370526,0.0164211,0,0,0,0,0,0,-0.0005263,0,0,0.0107368,0.0636842,0.076,0.0123158,>=1%
0,308051,2985,2,1,7867.172363,0.0887772,0.2680067,0,0,0.0335008,0.201005,0.040201,0.0837521,0,0,0.1340034,0.1507538,2,0,0,0,1,0,0,45,45,45,7028,,,0,0,0,1,7. Gauteng,774. City Of Johannesburg Metropolitan Municipality,,,800,,,,,120,,,100,,,,,,,400,50,200,15,,,,,450,,,,,,,,,600,,,,250,,,,,,,,,,,,,,,,,,,6,4. Urban Informal,,1,1,0,0,0,0,0,0,0,,7867.172,7867.172,265,0,0,100,600,120,250,0,0,450,1,1,0,0,0,0,1,7867,DW Household,1,,2,0,2.985,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0235846,0,0.0108543,0.0050603,0.0014874,0.0038526,0,0.0087102,-0.0001675,0,0,0.0102513,0.0636332,0.076,0.0123668,>=1%
0,308057,5305,12,1,1467.378906,0.5655043,0.2827521,0.0282752,0,0,0,0.0226202,0,0,0,0.0377003,0.063148,12,0,0,0,1,2700,2700,48,48,48,8027,7.21709,7.21709,2700,0,1,0,8. Mpumalanga,32. Ehlanzeni District Municipality,,,1500,50,100,,,120,,,,,,,,,,200,,3000,,,,85,,,,,,,,,,,,,,,,,,,,,,,200,50,,,,,,,,,5000,,2. Tribal Authority Areas,,0,0,1,0,0,0,0,1350,1350,24,2934.758,2934.758,3000,150,0,0,0,120,0,0,0,335,1,1,0,0,0,0,1,1467,DW Household,,,,0,5.305,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0248822,0.0014703,0,0.0322337,0.0008369,0,0,0.0024505,0,0,0,0.0042941,0.0661678,0.076,0.0098322,>=0.5% & <1%
1,308059,485,3,1,435.2270203,0,0.6185567,0.0412371,0,0.0309278,0,0.3092783,0,0,0,0,0,3,0,0,0,1,1600,1600,75,30,30,2018,12.31717,12.31717,4642,0,0,0,1. Western Cape,4. Eden District Municipality,,,300,20,,,,150,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,3. Urban Formal,,1,0,0,0,0,0,0,1600,1600,,435.227,435.227,0,20,0,15,0,150,0,0,0,0,0,1,0,0,0,0,1,435,DW Household,,,,1,0.485,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.054433,0.0021443,0,0,0.0114433,0,0,0,-0.0001546,0,0,0,0.067866,0.076,0.008134,>=0.5% & <1%
1,308061,2875,4,1,239.0055084,0.2086957,0.173913,0.0347826,0.2052174,0.0208696,0.173913,0.0278261,0,0,0,0,0.1547826,0,4,0,0,1,1400,1400,45,45,45,1020,7.185014,7.185014,1400,0,0,0,1. Western Cape,3. Overberg District Municipality,300,,500,100,,590,,80,,,60,,,,,,,,,300,,,,65,,,,,,,,,,,500,,,,,,,,,,,,150,230,,,,,,,,,2400,,3. Urban Formal,,1,0,0,0,0,0,0,1400,1400,,239.0055,239.0055,600,100,590,60,500,80,0,0,0,445,1,0,1,0,0,0,1,239,DW Household,,,,0,2.875,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0153043,0.0018087,0.0093913,0.0118957,0.0010296,0,0,0,-0.0001043,0.0055409,0,0.0105252,0.0553913,0.076,0.0206087,>=1%
0,308068,4220,9,1,77.98117065,0.0473934,0.4976303,0,0,0.1184834,0,0.1895735,0,0.0473934,0,0,0.0995261,9,0,0,0,1,1600,1600,110,60,60,5035,6.158584,6.158584,2400,0,1,0,5. KwaZulu-Natal,25. Amajuba District Municipality,,,2100,,,,,500,,,500,,,,,,,,,100,100,,,200,,,,20,300,,,,,,,,,,,,,,,,200,,200,,,,,,,,,,4500,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,1600,1600,,77.98117,77.98117,200,0,0,500,0,800,0,200,0,420,0,1,0,0,0,0,1,77,DW Household,,,,0,4.22,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0437915,0,0,0.0027014,0.0070142,0,0,0,-0.0005924,0,0.0041232,0.0067678,0.0638057,0.076,0.0121943,>=1%
1,308084,1080,4,1,193.665741,0,0.9259259,0,0,0,0,0,0,0,0,0.0185185,0.0555556,4,0,0,0,1,1500,1500,40,40,40,5020,8.660508,8.660508,1500,0,0,0,5. KwaZulu-Natal,23. Uthukela District Municipality,,,1000,,,,,,,,,,,,,,,20,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,3. Urban Formal,,0,0,0,0,0,0,0,1500,1500,,193.6657,193.6657,0,0,0,0,0,0,0,0,0,60,1,1,0,0,0,0,1,193,DW Household,,,,1,1.08,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0814815,0,0,0,0,0,0,0.0012037,0,0,0,0.0037778,0.086463,0.076,-0.010463,< 0%
1,308086,3165,3,1,824.8031616,0.221169,0.3791469,0,0,0.0315956,0,0.1263823,0,0,0,0.1263823,0.1153239,3,0,0,0,1,1500,1500,40,40,40,6001,8.660508,8.660508,1500,0,0,0,7. Gauteng,76. City Of Tshwane Metropolitan Municipality,,,1200,,,,,,,,100,,,,,,,400,200,500,,,,215,,,,,,,,,400,,,,,,,,,,,,,,150,,,,,,,,,,3060,,3. Urban Formal,,1,1,0,0,0,0,0,1500,1500,,824.8032,824.8032,700,0,0,100,0,400,0,0,0,365,1,1,0,0,0,0,1,824,DW Household,,1,1,0,3.165,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0333649,0,0,0.0126066,0.0046761,0,0,0.0082148,-0.000158,0,0,0.007842,0.0665466,0.076,0.0094534,>=0.5% & <1%
0,308099,1045,5,1,595.0050049,0.0478469,0.4784689,0,0,0,0,0,0.0956938,0,0,0,0.3779904,5,0,0,0,1,800,800,45,45,45,5008,4.105722,4.105722,800,0,1,0,5. KwaZulu-Natal,21. Ugu District Municipality,,,500,,,,,,,,,,,,,,,,,,50,,,75,,,,,,,,,,,,,,100,,,,,,,,,200,120,,,,,,,,,2500,,2. Tribal Authority Areas,,0,0,1,0,0,0,1,800,800,,595.005,595.005,50,0,0,0,0,0,100,0,0,395,1,1,0,0,0,0,1,595,DW Household,,,,0,1.045,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0421053,0,0,0.0027273,0,0.0044019,0,0,0,0,0,0.0257034,0.0749378,0.076,0.0010622,>=0% & <0.5%
1,308103,690,8,1,940.7477417,0.3623188,0,0,0,0,0,0.1449275,0,0,0,0,0.4927536,8,0,0,0,1,800,800,28,28,28,4020,6.598482,6.598482,800,0,0,0,4. Free State,18. Lejweleputswa District Municipality,,,,,,,,100,,,,,,,,,,,200,50,,,,70,,,,,,,,,,,,,,,,,,,,,,,70,200,,,,,,,,,840,,3. Urban Formal,7,1,1,0,0,1,0,0,800,800,,940.7477,940.7477,250,0,0,0,0,100,0,0,0,340,1,1,0,0,0,0,1,940,DW Household,,,,0,0.69,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0,0,0,0.0206522,0.0053623,0,0,0,0,0,0,0.0335072,0.0595217,0.076,0.0164783,>=1%
1,308108,1193,2,0,7591.72998,0.0922045,0.3772003,0.022632,0,0.0838223,0,0.3059514,0,0,0,0,0.1181894,2,0,0,0,1,0,980,10,10,0,4009,22.6328,,980,0,0,0,4. Free State,17. Motheo District Municipality,,,450,27,,,,65,,,100,,,,,,,,,100,10,,,95,,,,,,,,,300,,,,,,,,,,,,,,26,,,,20,,,,,,1400,,3. Urban Formal,,1,1,1,0,1,0,0,,980,,0,7591.73,110,27,0,100,0,365,0,0,0,141,,1,0,0,0,0,1,7591,DW Employer,,,,0,1.193,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0331936,0.0011769,0,0.0052557,0.0113202,0,0,0,-0.0004191,0,0,0.0080369,0.0585641,0.076,0.0174359,>=1%
0,308116,2180,7,1,2340.205811,0.2293578,0.3669725,0,0,0.0917431,0,0.0458716,0,0,0,0,0.266055,7,0,0,0,1,1520,1520,45,45,45,5080,7.800872,7.800872,1520,0,0,1,5. KwaZulu-Natal,572. Ethekwini Municipality,,,800,,,,,100,,,200,,,,,,,,500,,,,,200,,,,,,,,,,,,,,,,,,,,,,,80,300,,,,,,,,,2000,,4. Urban Informal,,0,0,0,0,1,0,0,1520,1520,,2340.206,2340.206,500,0,0,200,0,100,0,0,0,580,1,1,0,0,0,0,1,2340,DW Household,,,,0,2.18,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0322936,0,0,0.0130734,0.0016972,0,0,0,-0.0004587,0,0,0.0180917,0.0646972,0.076,0.0113028,>=1%
1,308146,1390,3,0,744.0099487,0.1079137,0.5755396,0.0863309,0,0,0,0.0863309,0,0,0,0,0.1438849,3,0,0,0,1,0,1200,40,40,0,5040,6.928406,,1200,0,0,0,5. KwaZulu-Natal,25. Amajuba District Municipality,,,800,120,,,,120,,,,,,,,,,,,150,,,,120,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,2700,,3. Urban Formal,,1,1,0,0,0,0,0,,1200,,0,744.0099,150,120,0,0,0,120,0,0,0,200,,1,0,0,0,0,1,744,DW Employer,,,,1,1.39,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0506475,0.0044892,0,0.0061511,0.0031942,0,0,0,0,0,0,0.0097842,0.0742662,0.076,0.0017338,>=0% & <0.5%
1,308152,2739,5,0,111.4642944,0.215042,0.2920774,0.0219058,0,0.0365097,0,0.2774735,0,0,0,0.0292077,0.1277839,0,5,0,0,1,0,1584,40,40,0,1037,9.145496,,1584,0,0,0,1. Western Cape,5. Central Karoo District Municipality,,,800,60,,,,120,,,100,,,,,,,80,329,200,60,,,,,,,,,,500,,140,,,,,,,,,,,,,,240,50,,,60,,,,,,2500,,3. Urban Formal,,1,1,0,0,0,0,1,,1584,,0,111.4643,589,60,0,100,0,760,0,0,0,350,,0,1,0,0,0,1,111,DW Employer,,,,0,2.739,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0257028,0.0011391,0,0.0122574,0.0102665,0,0,0.0018985,-0.0001825,0,0,0.0086893,0.0597711,0.076,0.0162289,>=1%
1,308154,3072,3,1,186.8173676,0.2278646,0.2604167,0,0,0.0325521,0.0976563,0.0488281,0,0,0,0.250651,0.0820313,3,0,0,0,1,680,680,40,40,40,5025,3.926097,3.926097,680,0,0,0,7. Gauteng,774. City Of Johannesburg Metropolitan Municipality,700,,800,,,,,150,,,100,,,,,,,770,,,,,,252,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,7000,,3. Urban Formal,,1,0,0,0,0,0,0,680,680,,186.8174,186.8174,700,0,0,100,300,150,0,0,0,252,1,1,0,0,0,0,1,186,DW Household,1,,2,0,3.072,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0229167,0,0.0052734,0.0129883,0.0018066,0,0,0.0162923,-0.0001628,0,0,0.0055781,0.0646927,0.076,0.0113073,>=1%
1,308155,1200,4,1,1872.581055,0.2083333,0.6666667,0,0,0,0,0,0,0,0,0,0.125,4,0,0,0,1,1200,1200,8,8,8,7036,34.64203,34.64203,1200,0,0,0,5. KwaZulu-Natal,572. Ethekwini Municipality,,,800,,,,,,,,,,,,,,,,,250,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,3. Urban Formal,,1,1,0,0,0,0,0,1200,1200,,1872.581,1872.581,250,0,0,0,0,0,0,0,0,150,1,1,0,0,0,0,1,1872,DW Household,,,,1,1.2,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0586667,0,0,0.011875,0,0,0,0,0,0,0,0.0085,0.0790417,0.076,-0.0030417,< 0%
0,308161,596,2,1,319.4688416,0.0100671,0.8389262,0,0,0,0,0,0,0,0,0,0.1510067,2,0,0,0,1,800,1700,80,80,40,5065,4.907621,4.618937,1700,0,1,0,5. KwaZulu-Natal,29. Ilembe District Municipality,,,500,,,,,,,,,,,,,,,,,,6,,,60,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,1700,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,800,850,,319.4688,638.9377,6,0,0,0,0,0,0,0,0,90,0,1,0,0,0,0,1,319,DW Household,,,,1,0.596,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0738255,0,0,0.0005738,0,0,0,0,0,0,0,0.0102685,0.0846678,0.076,-0.0086678,< 0%
0,308170,1600,4,1,196.8124542,0,0.625,0.1875,0,0,0,0.1875,0,0,0,0,0,0,4,0,0,1,5000,5000,120,80,80,1028,14.43418,14.43418,9700,1,0,0,1. Western Cape,4. Eden District Municipality,,,1000,100,200,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,,1. Rural Formal,,0,0,0,0,0,0,0,2500,2500,40,393.6249,393.6249,0,300,0,0,0,300,0,0,0,0,0,0,1,0,0,0,1,196,DW Household,,,,1,1.6,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.055,0.00975,0,0,0.0069375,0,0,0,0,0,0,0,0.0716875,0.076,0.0043125,>=0% & <0.5%
1,308173,2351,5,0,1143.488647,0.1488728,0.2977456,0.0425351,0,0,0,0,0,0.0425351,0,0,0.4683114,5,0,0,0,1,0,3200,48,48,0,1033,15.39646,,3200,0,0,0,1. Western Cape,4. Eden District Municipality,,,700,,100,,,,,,,,,,,,,,,300,50,,,,,500,,301,,,,,,,,,,,,,,,,,100,,100,,200,,,,,,,,,5,3. Urban Formal,,1,1,0,0,0,0,0,,3200,,0,1143.489,350,100,0,0,0,0,0,100,0,1101,,1,0,0,0,0,1,1143,DW Employer,,,,0,2.351,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0262016,0.0022118,0,0.0084858,0,0,0,0,0,0,0.0037006,0.0318452,0.0724449,0.076,0.0035551,>=0% & <0.5%
0,308181,1895,5,0,340.3457336,0.1055409,0.5461742,0.1583114,0,0,0.0316623,0,0,0.0527704,0,0.0527704,0.0527704,0,5,0,0,1,0,1800,87,87,0,3003,4.551373,,1800,1,0,0,3. Northern Cape,6. Namakwa District Municipality,,,1035,200,100,,,,,,,,,,,,,100,,200,,,,40,,,,,,,,,,,60,,,,,,,,,,,100,60,,,,,,,,,,3000,,1. Rural Formal,,1,1,0,0,1,0,0,,900,,0,680.6915,200,300,0,0,60,0,0,100,0,100,,0,1,0,0,0,1,340,DW Employer,,,,1,1.895,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0480633,0.0082322,0.0017098,0.0060158,0,0,0,0.0034301,0,0,0.004591,0.0035884,0.0756306,0.076,0.0003694,>=0% & <0.5%
0,308183,1145,12,1,823.9116821,0.0262009,0.6113537,0,0,0,0,0,0.0349345,0.1659389,0,0,0.1615721,12,0,0,0,1,700,700,40,40,40,5005,4.041571,4.041571,700,0,1,0,5. KwaZulu-Natal,21. Ugu District Municipality,,,700,,,,,,,,,,,,,,,,,,30,,,55,,,,,,,,,,,,,,,40,,,,,30,160,,130,,,,,,,,,,2500,,2. Tribal Authority Areas,,0,0,1,0,0,0,0,700,700,,823.9117,823.9117,30,0,0,0,0,0,40,190,0,185,1,1,0,0,0,0,1,823,DW Household,,,,1,1.145,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0537991,0,0,0.0014934,0,0.001607,0,0,0,0,0.0144367,0.0109869,0.0823231,0.076,-0.0063231,< 0%
